District,Urban/Rural,Age_years,Male,Female,Total,County,Province,OBJECTID
NYANDARUA NORTH,Urban,27,715,784,1499,Nyandarua,CENTRAL,355
NYANDARUA NORTH,Urban,28,671,769,1440,Nyandarua,CENTRAL,356
NYANDARUA NORTH,Urban,29,605,687,1292,Nyandarua,CENTRAL,357
NYANDARUA NORTH,Urban,30,928,1129,2057,Nyandarua,CENTRAL,358
NYANDARUA NORTH,Urban,31,550,505,1055,Nyandarua,CENTRAL,359
NYANDARUA NORTH,Urban,32,618,705,1323,Nyandarua,CENTRAL,360
NYANDARUA NORTH,Urban,33,416,474,890,Nyandarua,CENTRAL,361
NYANDARUA NORTH,Urban,34,480,542,1022,Nyandarua,CENTRAL,362
NYANDARUA NORTH,Urban,35,832,893,1725,Nyandarua,CENTRAL,363
NYANDARUA NORTH,Urban,36,453,479,932,Nyandarua,CENTRAL,364
NYANDARUA NORTH,Urban,37,444,480,924,Nyandarua,CENTRAL,365
NYANDARUA NORTH,Urban,38,482,594,1076,Nyandarua,CENTRAL,366
NYANDARUA NORTH,Urban,39,435,524,959,Nyandarua,CENTRAL,367
NYANDARUA NORTH,Urban,40,743,817,1560,Nyandarua,CENTRAL,368
NYANDARUA NORTH,Urban,41,315,359,674,Nyandarua,CENTRAL,369
NYANDARUA NORTH,Urban,42,450,499,949,Nyandarua,CENTRAL,370
NYANDARUA NORTH,Urban,43,269,378,647,Nyandarua,CENTRAL,371
NYANDARUA NORTH,Urban,44,290,306,596,Nyandarua,CENTRAL,372
NYANDARUA NORTH,Urban,45,548,594,1142,Nyandarua,CENTRAL,373
NYANDARUA NORTH,Urban,46,332,328,660,Nyandarua,CENTRAL,374
NYANDARUA NORTH,Urban,47,303,310,613,Nyandarua,CENTRAL,375
NYANDARUA NORTH,Urban,48,309,367,676,Nyandarua,CENTRAL,376
NYANDARUA NORTH,Urban,49,293,303,596,Nyandarua,CENTRAL,377
NYANDARUA NORTH,Urban,50,417,461,878,Nyandarua,CENTRAL,378
NYANDARUA NORTH,Urban,51,199,176,375,Nyandarua,CENTRAL,379
NYANDARUA NORTH,Urban,52,211,230,441,Nyandarua,CENTRAL,380
NYANDARUA NORTH,Urban,53,135,153,288,Nyandarua,CENTRAL,381
NYANDARUA NORTH,Urban,54,175,160,335,Nyandarua,CENTRAL,382
NYANDARUA NORTH,Urban,55,260,243,503,Nyandarua,CENTRAL,383
NYANDARUA NORTH,Urban,56,184,181,365,Nyandarua,CENTRAL,384
NYANDARUA NORTH,Urban,57,189,204,393,Nyandarua,CENTRAL,385
NYANDARUA NORTH,Urban,58,104,151,255,Nyandarua,CENTRAL,386
NYANDARUA NORTH,Urban,59,131,167,298,Nyandarua,CENTRAL,387
NYANDARUA NORTH,Urban,60,253,333,586,Nyandarua,CENTRAL,388
NYANDARUA NORTH,Urban,61,100,122,222,Nyandarua,CENTRAL,389
NYANDARUA NORTH,Urban,62,97,128,225,Nyandarua,CENTRAL,390
NYANDARUA NORTH,Urban,63,122,116,238,Nyandarua,CENTRAL,391
NYANDARUA NORTH,Urban,64,113,121,234,Nyandarua,CENTRAL,392
NYANDARUA NORTH,Urban,65,155,201,356,Nyandarua,CENTRAL,393
NYANDARUA NORTH,Urban,66,96,197,293,Nyandarua,CENTRAL,394
NYANDARUA NORTH,Urban,67,92,109,201,Nyandarua,CENTRAL,395
NYANDARUA NORTH,Urban,68,68,90,158,Nyandarua,CENTRAL,396
NYANDARUA NORTH,Urban,69,83,91,174,Nyandarua,CENTRAL,397
NYANDARUA NORTH,Urban,70,158,207,365,Nyandarua,CENTRAL,398
NYANDARUA NORTH,Urban,71,56,62,118,Nyandarua,CENTRAL,399
NYANDARUA NORTH,Urban,72,69,62,131,Nyandarua,CENTRAL,400
NYANDARUA NORTH,Urban,73,56,64,120,Nyandarua,CENTRAL,401
NYANDARUA NORTH,Urban,74,70,73,143,Nyandarua,CENTRAL,402
NYANDARUA NORTH,Urban,75,84,83,167,Nyandarua,CENTRAL,403
NYANDARUA NORTH,Urban,76,44,68,112,Nyandarua,CENTRAL,404
NYANDARUA NORTH,Urban,77,41,50,91,Nyandarua,CENTRAL,405
NYANDARUA NORTH,Urban,78,52,41,93,Nyandarua,CENTRAL,406
NYANDARUA NORTH,Urban,79,43,51,94,Nyandarua,CENTRAL,407
NYANDARUA NORTH,Urban,80+,404,604,1008,Nyandarua,CENTRAL,408
NYANDARUA NORTH,Urban,Age NS,23,9,32,Nyandarua,CENTRAL,409
NYANDARUA SOUTH,Urban,0,275,324,599,Nyandarua,CENTRAL,410
NYANDARUA SOUTH,Urban,1,239,227,466,Nyandarua,CENTRAL,411
NYANDARUA SOUTH,Urban,2,233,235,468,Nyandarua,CENTRAL,412
NYANDARUA SOUTH,Urban,3,283,246,529,Nyandarua,CENTRAL,413
NYANDARUA SOUTH,Urban,4,247,275,522,Nyandarua,CENTRAL,414
NYANDARUA SOUTH,Urban,5,282,223,505,Nyandarua,CENTRAL,415
NYANDARUA SOUTH,Urban,6,248,256,504,Nyandarua,CENTRAL,416
NYANDARUA SOUTH,Urban,7,235,215,450,Nyandarua,CENTRAL,417
NYANDARUA SOUTH,Urban,8,225,228,453,Nyandarua,CENTRAL,418
NYANDARUA SOUTH,Urban,9,217,213,430,Nyandarua,CENTRAL,419
NYANDARUA SOUTH,Urban,10,226,225,451,Nyandarua,CENTRAL,420
NYANDARUA SOUTH,Urban,11,155,191,346,Nyandarua,CENTRAL,421
NYANDARUA SOUTH,Urban,12,219,237,456,Nyandarua,CENTRAL,422
NYANDARUA SOUTH,Urban,13,195,221,416,Nyandarua,CENTRAL,423
NYANDARUA SOUTH,Urban,14,192,185,377,Nyandarua,CENTRAL,424
NYANDARUA SOUTH,Urban,15,165,158,323,Nyandarua,CENTRAL,425
NYANDARUA SOUTH,Urban,16,144,165,309,Nyandarua,CENTRAL,426
NYANDARUA SOUTH,Urban,17,150,184,334,Nyandarua,CENTRAL,427
NYANDARUA SOUTH,Urban,18,151,189,340,Nyandarua,CENTRAL,428
NYANDARUA SOUTH,Urban,19,121,154,275,Nyandarua,CENTRAL,429
NYANDARUA SOUTH,Urban,20,146,227,373,Nyandarua,CENTRAL,430
NYANDARUA SOUTH,Urban,21,135,214,349,Nyandarua,CENTRAL,431
NYANDARUA SOUTH,Urban,22,168,232,400,Nyandarua,CENTRAL,432
NYANDARUA SOUTH,Urban,23,182,226,408,Nyandarua,CENTRAL,433
NYANDARUA SOUTH,Urban,24,156,223,379,Nyandarua,CENTRAL,434
NYANDARUA SOUTH,Urban,25,222,297,519,Nyandarua,CENTRAL,435
NYANDARUA SOUTH,Urban,26,197,196,393,Nyandarua,CENTRAL,436
NYANDARUA SOUTH,Urban,27,203,191,394,Nyandarua,CENTRAL,437
NYANDARUA SOUTH,Urban,28,201,210,411,Nyandarua,CENTRAL,438
NYANDARUA SOUTH,Urban,29,167,149,316,Nyandarua,CENTRAL,439
NYANDARUA SOUTH,Urban,30,270,245,515,Nyandarua,CENTRAL,440
NYANDARUA SOUTH,Urban,31,152,122,274,Nyandarua,CENTRAL,441
NYANDARUA SOUTH,Urban,32,157,158,315,Nyandarua,CENTRAL,442
NYANDARUA SOUTH,Urban,33,111,100,211,Nyandarua,CENTRAL,443
NYANDARUA SOUTH,Urban,34,123,123,246,Nyandarua,CENTRAL,444
NYANDARUA SOUTH,Urban,35,194,182,376,Nyandarua,CENTRAL,445
NYANDARUA SOUTH,Urban,36,103,100,203,Nyandarua,CENTRAL,446
NYANDARUA SOUTH,Urban,37,111,108,219,Nyandarua,CENTRAL,447
NYANDARUA SOUTH,Urban,38,123,111,234,Nyandarua,CENTRAL,448
NYANDARUA SOUTH,Urban,39,87,95,182,Nyandarua,CENTRAL,449
NYANDARUA SOUTH,Urban,40,151,133,284,Nyandarua,CENTRAL,450
NYANDARUA SOUTH,Urban,41,68,48,116,Nyandarua,CENTRAL,451
NYANDARUA SOUTH,Urban,42,96,81,177,Nyandarua,CENTRAL,452
NYANDARUA SOUTH,Urban,43,83,69,152,Nyandarua,CENTRAL,453
NYANDARUA SOUTH,Urban,44,73,44,117,Nyandarua,CENTRAL,454
NYANDARUA SOUTH,Urban,45,112,101,213,Nyandarua,CENTRAL,455
NYANDARUA SOUTH,Urban,46,57,55,112,Nyandarua,CENTRAL,456
NYANDARUA SOUTH,Urban,47,50,51,101,Nyandarua,CENTRAL,457
NYANDARUA SOUTH,Urban,48,51,42,93,Nyandarua,CENTRAL,458
NYANDARUA SOUTH,Urban,49,51,31,82,Nyandarua,CENTRAL,459
NYANDARUA SOUTH,Urban,50,71,69,140,Nyandarua,CENTRAL,460
NYANDARUA SOUTH,Urban,51,32,27,59,Nyandarua,CENTRAL,461
NYANDARUA SOUTH,Urban,52,41,31,72,Nyandarua,CENTRAL,462
NYANDARUA SOUTH,Urban,53,17,13,30,Nyandarua,CENTRAL,463
NYANDARUA SOUTH,Urban,54,18,18,36,Nyandarua,CENTRAL,464
NYANDARUA SOUTH,Urban,55,39,41,80,Nyandarua,CENTRAL,465
NYANDARUA SOUTH,Urban,56,20,17,37,Nyandarua,CENTRAL,466
NYANDARUA SOUTH,Urban,57,31,23,54,Nyandarua,CENTRAL,467
NYANDARUA SOUTH,Urban,58,14,20,34,Nyandarua,CENTRAL,468
NYANDARUA SOUTH,Urban,59,19,22,41,Nyandarua,CENTRAL,469
NYANDARUA SOUTH,Urban,60,37,33,70,Nyandarua,CENTRAL,470
NYANDARUA SOUTH,Urban,61,11,13,24,Nyandarua,CENTRAL,471
NYANDARUA SOUTH,Urban,62,14,15,29,Nyandarua,CENTRAL,472
NYANDARUA SOUTH,Urban,63,16,10,26,Nyandarua,CENTRAL,473
NYANDARUA SOUTH,Urban,64,15,15,30,Nyandarua,CENTRAL,474
NYANDARUA SOUTH,Urban,65,26,20,46,Nyandarua,CENTRAL,475
NYANDARUA SOUTH,Urban,66,6,24,30,Nyandarua,CENTRAL,476
NYANDARUA SOUTH,Urban,67,10,19,29,Nyandarua,CENTRAL,477
NYANDARUA SOUTH,Urban,68,12,11,23,Nyandarua,CENTRAL,478
NYANDARUA SOUTH,Urban,69,9,4,13,Nyandarua,CENTRAL,479
NYANDARUA SOUTH,Urban,70,24,19,43,Nyandarua,CENTRAL,480
NYANDARUA SOUTH,Urban,71,10,5,15,Nyandarua,CENTRAL,481
NYANDARUA SOUTH,Urban,72,9,14,23,Nyandarua,CENTRAL,482
NYANDARUA SOUTH,Urban,73,6,2,8,Nyandarua,CENTRAL,483
NYANDARUA SOUTH,Urban,74,7,9,16,Nyandarua,CENTRAL,484
NYANDARUA SOUTH,Urban,75,12,11,23,Nyandarua,CENTRAL,485
NYANDARUA SOUTH,Urban,76,3,7,10,Nyandarua,CENTRAL,486
NYANDARUA SOUTH,Urban,77,3,1,4,Nyandarua,CENTRAL,487
NYANDARUA SOUTH,Urban,78,7,3,10,Nyandarua,CENTRAL,488
NYANDARUA SOUTH,Urban,79,2,5,7,Nyandarua,CENTRAL,489
NYANDARUA SOUTH,Urban,80+,26,55,81,Nyandarua,CENTRAL,490
NYANDARUA SOUTH,Urban,Age NS,3,0,3,Nyandarua,CENTRAL,491
NYERI NORTH,Urban,0,573,598,1171,Nyeri,CENTRAL,492
NYERI NORTH,Urban,1,467,471,938,Nyeri,CENTRAL,493
NYERI NORTH,Urban,2,484,505,989,Nyeri,CENTRAL,494
NYERI NORTH,Urban,3,510,440,950,Nyeri,CENTRAL,495
NYERI NORTH,Urban,4,489,468,957,Nyeri,CENTRAL,496
NYERI NORTH,Urban,5,455,456,911,Nyeri,CENTRAL,497
NYERI NORTH,Urban,6,462,414,876,Nyeri,CENTRAL,498
NYERI NORTH,Urban,7,425,412,837,Nyeri,CENTRAL,499
NYERI NORTH,Urban,8,396,390,786,Nyeri,CENTRAL,500
NYERI NORTH,Urban,9,390,428,818,Nyeri,CENTRAL,501
NYERI NORTH,Urban,10,442,425,867,Nyeri,CENTRAL,502
NYERI NORTH,Urban,11,364,461,825,Nyeri,CENTRAL,503
NYERI NORTH,Urban,12,447,543,990,Nyeri,CENTRAL,504
NYERI NORTH,Urban,13,407,513,920,Nyeri,CENTRAL,505
NYERI NORTH,Urban,14,386,396,782,Nyeri,CENTRAL,506
NYERI NORTH,Urban,15,287,328,615,Nyeri,CENTRAL,507
NYERI NORTH,Urban,16,265,326,591,Nyeri,CENTRAL,508
NYERI NORTH,Urban,17,284,304,588,Nyeri,CENTRAL,509
NYERI NORTH,Urban,18,296,315,611,Nyeri,CENTRAL,510
NYERI NORTH,Urban,19,247,323,570,Nyeri,CENTRAL,511
NYERI NORTH,Urban,20,357,526,883,Nyeri,CENTRAL,512
NYERI NORTH,Urban,21,278,453,731,Nyeri,CENTRAL,513
NYERI NORTH,Urban,22,399,571,970,Nyeri,CENTRAL,514
NYERI NORTH,Urban,23,375,660,1035,Nyeri,CENTRAL,515
NYERI NORTH,Urban,24,441,603,1044,Nyeri,CENTRAL,516
NYERI NORTH,Urban,25,575,681,1256,Nyeri,CENTRAL,517
NYERI NORTH,Urban,26,457,512,969,Nyeri,CENTRAL,518
NYERI NORTH,Urban,27,481,524,1005,Nyeri,CENTRAL,519
NYERI NORTH,Urban,28,470,543,1013,Nyeri,CENTRAL,520
NYERI NORTH,Urban,29,392,465,857,Nyeri,CENTRAL,521
NYERI NORTH,Urban,30,635,700,1335,Nyeri,CENTRAL,522
NYERI NORTH,Urban,31,302,297,599,Nyeri,CENTRAL,523
NYERI NORTH,Urban,32,415,390,805,Nyeri,CENTRAL,524
NYERI NORTH,Urban,33,254,296,550,Nyeri,CENTRAL,525
NYERI NORTH,Urban,34,325,299,624,Nyeri,CENTRAL,526
NYERI NORTH,Urban,35,513,461,974,Nyeri,CENTRAL,527
NYERI NORTH,Urban,36,282,262,544,Nyeri,CENTRAL,528
NYERI NORTH,Urban,37,228,254,482,Nyeri,CENTRAL,529
NYERI NORTH,Urban,38,269,291,560,Nyeri,CENTRAL,530
NYERI NORTH,Urban,39,234,227,461,Nyeri,CENTRAL,531
NYERI NORTH,Urban,40,371,382,753,Nyeri,CENTRAL,532
NYERI NORTH,Urban,41,157,137,294,Nyeri,CENTRAL,533
NYERI NORTH,Urban,42,182,185,367,Nyeri,CENTRAL,534
NYERI NORTH,Urban,43,141,141,282,Nyeri,CENTRAL,535
NYERI NORTH,Urban,44,147,140,287,Nyeri,CENTRAL,536
NYERI NORTH,Urban,45,234,278,512,Nyeri,CENTRAL,537
NYERI NORTH,Urban,46,128,139,267,Nyeri,CENTRAL,538
NYERI NORTH,Urban,47,124,122,246,Nyeri,CENTRAL,539
NYERI NORTH,Urban,48,134,138,272,Nyeri,CENTRAL,540
NYERI NORTH,Urban,49,122,113,235,Nyeri,CENTRAL,541
NYERI NORTH,Urban,50,168,152,320,Nyeri,CENTRAL,542
NYERI NORTH,Urban,51,55,72,127,Nyeri,CENTRAL,543
NYERI NORTH,Urban,52,99,77,176,Nyeri,CENTRAL,544
NYERI NORTH,Urban,53,50,59,109,Nyeri,CENTRAL,545
NYERI NORTH,Urban,54,49,49,98,Nyeri,CENTRAL,546
NYERI NORTH,Urban,55,77,52,129,Nyeri,CENTRAL,547
NYERI NORTH,Urban,56,64,51,115,Nyeri,CENTRAL,548
NYERI NORTH,Urban,57,61,57,118,Nyeri,CENTRAL,549
NYERI NORTH,Urban,58,40,36,76,Nyeri,CENTRAL,550
NYERI NORTH,Urban,59,44,33,77,Nyeri,CENTRAL,551
NYERI NORTH,Urban,60,75,87,162,Nyeri,CENTRAL,552
NYERI NORTH,Urban,61,33,32,65,Nyeri,CENTRAL,553
NYERI NORTH,Urban,62,36,26,62,Nyeri,CENTRAL,554
NYERI NORTH,Urban,63,26,30,56,Nyeri,CENTRAL,555
NYERI NORTH,Urban,64,26,31,57,Nyeri,CENTRAL,556
NYERI NORTH,Urban,65,37,49,86,Nyeri,CENTRAL,557
NYERI NORTH,Urban,66,16,37,53,Nyeri,CENTRAL,558
NYERI NORTH,Urban,67,16,14,30,Nyeri,CENTRAL,559
NYERI NORTH,Urban,68,18,20,38,Nyeri,CENTRAL,560
NYERI NORTH,Urban,69,19,22,41,Nyeri,CENTRAL,561
NYERI NORTH,Urban,70,20,48,68,Nyeri,CENTRAL,562
NYERI NORTH,Urban,71,9,20,29,Nyeri,CENTRAL,563
NYERI NORTH,Urban,72,11,11,22,Nyeri,CENTRAL,564
NYERI NORTH,Urban,73,15,10,25,Nyeri,CENTRAL,565
NYERI NORTH,Urban,74,6,11,17,Nyeri,CENTRAL,566
NYERI NORTH,Urban,75,18,13,31,Nyeri,CENTRAL,567
NYERI NORTH,Urban,76,8,9,17,Nyeri,CENTRAL,568
NYERI NORTH,Urban,77,6,10,16,Nyeri,CENTRAL,569
NYERI NORTH,Urban,78,10,4,14,Nyeri,CENTRAL,570
NYERI NORTH,Urban,79,7,11,18,Nyeri,CENTRAL,571
NYERI NORTH,Urban,80+,77,125,202,Nyeri,CENTRAL,572
NYERI NORTH,Urban,Age NS,4,3,7,Nyeri,CENTRAL,573
NYERI SOUTH,Urban,0,1620,1514,3134,Nyeri,CENTRAL,574
NYERI SOUTH,Urban,1,1353,1376,2729,Nyeri,CENTRAL,575
NYERI SOUTH,Urban,2,1417,1396,2813,Nyeri,CENTRAL,576
NYERI SOUTH,Urban,3,1445,1348,2793,Nyeri,CENTRAL,577
NYERI SOUTH,Urban,4,1431,1320,2751,Nyeri,CENTRAL,578
NYERI SOUTH,Urban,5,1382,1332,2714,Nyeri,CENTRAL,579
NYERI SOUTH,Urban,6,1221,1293,2514,Nyeri,CENTRAL,580
NYERI SOUTH,Urban,7,1288,1192,2480,Nyeri,CENTRAL,581
NYERI SOUTH,Urban,8,1204,1239,2443,Nyeri,CENTRAL,582
NYERI SOUTH,Urban,9,1313,1264,2577,Nyeri,CENTRAL,583
NYERI SOUTH,Urban,10,1314,1259,2573,Nyeri,CENTRAL,584
NYERI SOUTH,Urban,11,1155,1272,2427,Nyeri,CENTRAL,585
NYERI SOUTH,Urban,12,1289,1432,2721,Nyeri,CENTRAL,586
NYERI SOUTH,Urban,13,1324,1492,2816,Nyeri,CENTRAL,587
NYERI SOUTH,Urban,14,1186,1200,2386,Nyeri,CENTRAL,588
NYERI SOUTH,Urban,15,1136,1072,2208,Nyeri,CENTRAL,589
NYERI SOUTH,Urban,16,1117,1188,2305,Nyeri,CENTRAL,590
NYERI SOUTH,Urban,17,1268,1225,2493,Nyeri,CENTRAL,591
NYERI SOUTH,Urban,18,1275,1260,2535,Nyeri,CENTRAL,592
NYERI SOUTH,Urban,19,1136,1166,2302,Nyeri,CENTRAL,593
NYERI SOUTH,Urban,20,1448,1588,3036,Nyeri,CENTRAL,594
NYERI SOUTH,Urban,21,1217,1360,2577,Nyeri,CENTRAL,595
NYERI SOUTH,Urban,22,1426,1578,3004,Nyeri,CENTRAL,596
NYERI SOUTH,Urban,23,1380,1600,2980,Nyeri,CENTRAL,597
NYERI SOUTH,Urban,24,1283,1673,2956,Nyeri,CENTRAL,598
NYERI SOUTH,Urban,25,1654,1897,3551,Nyeri,CENTRAL,599
NYERI SOUTH,Urban,26,1351,1424,2775,Nyeri,CENTRAL,600
NYERI SOUTH,Urban,27,1460,1408,2868,Nyeri,CENTRAL,601
NYERI SOUTH,Urban,28,1418,1424,2842,Nyeri,CENTRAL,602
NYERI SOUTH,Urban,29,1297,1259,2556,Nyeri,CENTRAL,603
NYERI SOUTH,Urban,30,1882,1741,3623,Nyeri,CENTRAL,604
NYERI SOUTH,Urban,31,1027,856,1883,Nyeri,CENTRAL,605
NYERI SOUTH,Urban,32,1361,1121,2482,Nyeri,CENTRAL,606
NYERI SOUTH,Urban,33,858,848,1706,Nyeri,CENTRAL,607
NYERI SOUTH,Urban,34,1053,929,1982,Nyeri,CENTRAL,608
NYERI SOUTH,Urban,35,1471,1238,2709,Nyeri,CENTRAL,609
NYERI SOUTH,Urban,36,878,766,1644,Nyeri,CENTRAL,610
NYERI SOUTH,Urban,37,854,731,1585,Nyeri,CENTRAL,611
NYERI SOUTH,Urban,38,912,910,1822,Nyeri,CENTRAL,612
NYERI SOUTH,Urban,39,854,739,1593,Nyeri,CENTRAL,613
NYERI SOUTH,Urban,40,1277,1179,2456,Nyeri,CENTRAL,614
NYERI SOUTH,Urban,41,576,583,1159,Nyeri,CENTRAL,615
NYERI SOUTH,Urban,42,821,777,1598,Nyeri,CENTRAL,616
NYERI SOUTH,Urban,43,558,603,1161,Nyeri,CENTRAL,617
NYERI SOUTH,Urban,44,549,511,1060,Nyeri,CENTRAL,618
NYERI SOUTH,Urban,45,983,923,1906,Nyeri,CENTRAL,619
NYERI SOUTH,Urban,46,640,600,1240,Nyeri,CENTRAL,620
NYERI SOUTH,Urban,47,577,551,1128,Nyeri,CENTRAL,621
NYERI SOUTH,Urban,48,570,515,1085,Nyeri,CENTRAL,622
NYERI SOUTH,Urban,49,565,440,1005,Nyeri,CENTRAL,623
NYERI SOUTH,Urban,50,692,651,1343,Nyeri,CENTRAL,624
NYERI SOUTH,Urban,51,371,325,696,Nyeri,CENTRAL,625
NYERI SOUTH,Urban,52,392,337,729,Nyeri,CENTRAL,626
NYERI SOUTH,Urban,53,266,270,536,Nyeri,CENTRAL,627
NYERI SOUTH,Urban,54,243,245,488,Nyeri,CENTRAL,628
NYERI SOUTH,Urban,55,357,378,735,Nyeri,CENTRAL,629
NYERI SOUTH,Urban,56,269,284,553,Nyeri,CENTRAL,630
NYERI SOUTH,Urban,57,322,313,635,Nyeri,CENTRAL,631
NYERI SOUTH,Urban,58,218,233,451,Nyeri,CENTRAL,632
NYERI SOUTH,Urban,59,233,259,492,Nyeri,CENTRAL,633
NYERI SOUTH,Urban,60,470,519,989,Nyeri,CENTRAL,634
NYERI SOUTH,Urban,61,228,172,400,Nyeri,CENTRAL,635
NYERI SOUTH,Urban,62,213,202,415,Nyeri,CENTRAL,636
NYERI SOUTH,Urban,63,190,198,388,Nyeri,CENTRAL,637
NYERI SOUTH,Urban,64,184,189,373,Nyeri,CENTRAL,638
NYERI SOUTH,Urban,65,262,244,506,Nyeri,CENTRAL,639
NYERI SOUTH,Urban,66,176,228,404,Nyeri,CENTRAL,640
NYERI SOUTH,Urban,67,144,144,288,Nyeri,CENTRAL,641
NYERI SOUTH,Urban,68,105,109,214,Nyeri,CENTRAL,642
NYERI SOUTH,Urban,69,108,128,236,Nyeri,CENTRAL,643
NYERI SOUTH,Urban,70,218,334,552,Nyeri,CENTRAL,644
NYERI SOUTH,Urban,71,86,81,167,Nyeri,CENTRAL,645
NYERI SOUTH,Urban,72,94,119,213,Nyeri,CENTRAL,646
NYERI SOUTH,Urban,73,100,114,214,Nyeri,CENTRAL,647
NYERI SOUTH,Urban,74,84,80,164,Nyeri,CENTRAL,648
NYERI SOUTH,Urban,75,106,153,259,Nyeri,CENTRAL,649
NYERI SOUTH,Urban,76,80,103,183,Nyeri,CENTRAL,650
NYERI SOUTH,Urban,77,60,78,138,Nyeri,CENTRAL,651
NYERI SOUTH,Urban,78,59,70,129,Nyeri,CENTRAL,652
NYERI SOUTH,Urban,79,62,101,163,Nyeri,CENTRAL,653
NYERI SOUTH,Urban,80+,550,1001,1551,Nyeri,CENTRAL,654
NYERI SOUTH,Urban,Age NS,31,31,62,Nyeri,CENTRAL,655
KIRINYAGA,Urban,0,1116,1081,2197,Kirinyaga,CENTRAL,656
KIRINYAGA,Urban,1,889,842,1731,Kirinyaga,CENTRAL,657
KIRINYAGA,Urban,2,919,911,1830,Kirinyaga,CENTRAL,658
KIRINYAGA,Urban,3,893,918,1811,Kirinyaga,CENTRAL,659
KIRINYAGA,Urban,4,936,933,1869,Kirinyaga,CENTRAL,660
KIRINYAGA,Urban,5,952,965,1917,Kirinyaga,CENTRAL,661
KIRINYAGA,Urban,6,838,894,1732,Kirinyaga,CENTRAL,662
KIRINYAGA,Urban,7,926,914,1840,Kirinyaga,CENTRAL,663
KIRINYAGA,Urban,8,789,836,1625,Kirinyaga,CENTRAL,664
KIRINYAGA,Urban,9,887,914,1801,Kirinyaga,CENTRAL,665
KIRINYAGA,Urban,10,915,845,1760,Kirinyaga,CENTRAL,666
KIRINYAGA,Urban,11,738,794,1532,Kirinyaga,CENTRAL,667
KIRINYAGA,Urban,12,938,995,1933,Kirinyaga,CENTRAL,668
KIRINYAGA,Urban,13,943,981,1924,Kirinyaga,CENTRAL,669
KIRINYAGA,Urban,14,862,807,1669,Kirinyaga,CENTRAL,670
KIRINYAGA,Urban,15,687,689,1376,Kirinyaga,CENTRAL,671
KIRINYAGA,Urban,16,607,706,1313,Kirinyaga,CENTRAL,672
KIRINYAGA,Urban,17,590,737,1327,Kirinyaga,CENTRAL,673
KIRINYAGA,Urban,18,633,694,1327,Kirinyaga,CENTRAL,674
KIRINYAGA,Urban,19,605,725,1330,Kirinyaga,CENTRAL,675
KIRINYAGA,Urban,20,789,1111,1900,Kirinyaga,CENTRAL,676
KIRINYAGA,Urban,21,645,843,1488,Kirinyaga,CENTRAL,677
KIRINYAGA,Urban,22,797,1101,1898,Kirinyaga,CENTRAL,678
KIRINYAGA,Urban,23,837,1215,2052,Kirinyaga,CENTRAL,679
KIRINYAGA,Urban,24,871,1121,1992,Kirinyaga,CENTRAL,680
KIRINYAGA,Urban,25,1071,1448,2519,Kirinyaga,CENTRAL,681
KIRINYAGA,Urban,26,902,1117,2019,Kirinyaga,CENTRAL,682
KIRINYAGA,Urban,27,953,986,1939,Kirinyaga,CENTRAL,683
KIRINYAGA,Urban,28,868,1174,2042,Kirinyaga,CENTRAL,684
KIRINYAGA,Urban,29,785,869,1654,Kirinyaga,CENTRAL,685
KIRINYAGA,Urban,30,1369,1449,2818,Kirinyaga,CENTRAL,686
KIRINYAGA,Urban,31,643,627,1270,Kirinyaga,CENTRAL,687
KIRINYAGA,Urban,32,869,902,1771,Kirinyaga,CENTRAL,688
KIRINYAGA,Urban,33,554,620,1174,Kirinyaga,CENTRAL,689
KIRINYAGA,Urban,34,615,621,1236,Kirinyaga,CENTRAL,690
KIRINYAGA,Urban,35,1083,1014,2097,Kirinyaga,CENTRAL,691
KIRINYAGA,Urban,36,515,535,1050,Kirinyaga,CENTRAL,692
KIRINYAGA,Urban,37,509,473,982,Kirinyaga,CENTRAL,693
KIRINYAGA,Urban,38,551,578,1129,Kirinyaga,CENTRAL,694
KIRINYAGA,Urban,39,480,463,943,Kirinyaga,CENTRAL,695
KIRINYAGA,Urban,40,863,873,1736,Kirinyaga,CENTRAL,696
KIRINYAGA,Urban,41,388,327,715,Kirinyaga,CENTRAL,697
KIRINYAGA,Urban,42,435,457,892,Kirinyaga,CENTRAL,698
KIRINYAGA,Urban,43,318,382,700,Kirinyaga,CENTRAL,699
KIRINYAGA,Urban,44,314,313,627,Kirinyaga,CENTRAL,700
KIRINYAGA,Urban,45,610,591,1201,Kirinyaga,CENTRAL,701
KIRINYAGA,Urban,46,411,377,788,Kirinyaga,CENTRAL,702
KIRINYAGA,Urban,47,325,274,599,Kirinyaga,CENTRAL,703
KIRINYAGA,Urban,48,318,306,624,Kirinyaga,CENTRAL,704
KIRINYAGA,Urban,49,303,267,570,Kirinyaga,CENTRAL,705
KIRINYAGA,Urban,50,458,465,923,Kirinyaga,CENTRAL,706
KIRINYAGA,Urban,51,202,159,361,Kirinyaga,CENTRAL,707
KIRINYAGA,Urban,52,226,187,413,Kirinyaga,CENTRAL,708
KIRINYAGA,Urban,53,151,117,268,Kirinyaga,CENTRAL,709
KIRINYAGA,Urban,54,155,144,299,Kirinyaga,CENTRAL,710
KIRINYAGA,Urban,55,231,209,440,Kirinyaga,CENTRAL,711
KIRINYAGA,Urban,56,138,122,260,Kirinyaga,CENTRAL,712
